,camp_name,id,year,campyearid,location,target,territory,terr_iso,target_country,targ_iso,status,cyear,camp_beyear,start_date,start_year,start_date_source,end_date,end_year,end_date_source,camp_duration,prim_meth,resis_meth,camp_goals,goalschange,camp_orgs,camp_orgs_list,camp_size,camp_size_cat,total_part,camp_confl_intensity,violent_flank,flank_intensity,flank_scope,flank_response,camp_structure,media_outreach,cdivers,cdivers_types,div_class,div_ideology,div_regional,div_ethnicity,div_religion,parall_instit,parall_instit_types,pi_education,pi_soc_welfare,pi_trad_media,pi_new_media,pi_police,pi_armed_wing,pi_courts,pi_pol_party,pi_pol_wing,repression,indiscrim,fatalities_range,audience_backlash,ab_domestic,ab_internat,ab_int_mat,camp_backlash,sec_defect,state_defect,wdrwl_support,camp_support,sdirect,slifted,in_media,dom_media,pop_opinion,ra_initials,tccode,lccode,start_date_obsolete,end_date_obsolete,success,progress,progress_names,goal_names,Time,PopTotal,percent_participation,population_bad,repression_names,resistance method
30,Algerian Revolt/ National Liberation Front,6,1961,6_1961,Algeria,French occupation,Algeria,12.0,France,250.0,0,1,0,1952-5-14,1952,"New York Times: ""Algerian Seized After Clash."" 5/15/52. Proquest Historical Newspapers, accessed 8/4/16",1962-3-7,1962,"Evans, Martin, and Phillips, John. Algeria : Anger of the Dispossessed. New Haven, CT, USA: Yale University Press, 2008. ProQuest ebrary. Web. 4 August 2016",11,0,0,5,0,0,,2,1,37600,3,0,,,,1,1,1,"1,2,3,4,5,6,7",1,1,1,0,0,1,"3,7,8,9,10",0,0,1,0,0,0,1,1,1,3,1,6.0,"2,3",0,1,1,3,-99,0,-99,1,0,-99,2,2,-99,,220.0,615.0,14/5/1952,7/3/1962,0,0,status quo,greater autonomy,1961.0,11598608.0,0.3241768322543533,False,extreme repression,sometimes violent
31,Algerian Revolt/ National Liberation Front,6,1962,6_1962,Algeria,French occupation,Algeria,12.0,France,250.0,0,2,0,1952-5-14,1952,"New York Times: ""Algerian Seized After Clash."" 5/15/52. Proquest Historical Newspapers, accessed 8/4/16",1962-3-7,1962,"Evans, Martin, and Phillips, John. Algeria : Anger of the Dispossessed. New Haven, CT, USA: Yale University Press, 2008. ProQuest ebrary. Web. 4 August 2016",11,0,0,5,0,0,,2,1,37600,3,0,,,,1,1,1,"1,2,3,4,5,6,7",1,1,1,0,0,1,"3,7,8,9,10",0,0,1,0,0,0,1,1,1,3,1,6.0,"2,3",0,1,1,0,-99,0,-99,1,0,-99,2,2,-99,,220.0,615.0,14/5/1952,7/3/1962,1,4,complete success,greater autonomy,1962.0,11778260.0,0.3192322125679005,False,extreme repression,sometimes violent
32,Anti-Arap Moi,7,1990,7_1990,Kenya,Daniel Arap Moi,,,Kenya,404.0,0,0,0,1990-1-1,1990,"Widner, Jennifer. The Rise of a Party-State in Kenya: From ""Harambee!"" to ""Nyayo!"". 1993.  p192.",1991-12-3,1991,"Widner, Jennifer. The Rise of a Party-State in Kenya: From ""Harambee!"" to ""Nyayo!"". 1993.  p196.",2,1,0,0,0,-99,,1,0,6000,0,2,2.0,2.0,1.0,1,1,1,"2,3,7,9",1,0,1,0,1,1,8,0,0,0,0,0,0,0,1,0,3,1,3.0,"2,3",0,1,1,3,0,0,1,1,-99,-99,2,2,-99,,501.0,501.0,1/1/1990,3/12/1991,0,1,visible gains short of concessions,regime change,1990.0,23162269.0,0.025904197900473394,False,extreme repression,always violent
33,Anti-Arap Moi,7,1991,7_1991,Kenya,Daniel Arap Moi,,,Kenya,404.0,0,2,0,1990-1-1,1990,"Widner, Jennifer. The Rise of a Party-State in Kenya: From ""Harambee!"" to ""Nyayo!"". 1993.  p192.",1991-12-3,1991,"Widner, Jennifer. The Rise of a Party-State in Kenya: From ""Harambee!"" to ""Nyayo!"". 1993.  p196.",2,1,0,0,0,2,"National Democratic Party, Forum for the Restoration of Democracy,",1,0,4000,0,1,0.0,0.0,0.0,1,1,1,"3,6,9",1,0,0,0,1,1,8,0,0,0,0,0,0,0,1,0,3,0,1.0,"2,3",0,1,1,-99,0,0,1,1,-99,0,1,1,-99,,501.0,501.0,1/1/1990,3/12/1991,1,4,complete success,regime change,1991.0,23918235.0,0.01672364202458919,False,extreme repression,always violent
34,Anti-Banda,8,1993,8_1993,Malawi,Banda regime,,,Malawi,454.0,0,2,0,1992-8-3,1992,"Global Nonviolent Action Database: ""Malawians Bring Down 30-year dictator, 1992-1993."" Accessed 8/5/16 at http://nvdatabase.swarthmore.edu/content/malawians-bring-down-30-year-dictator-1992-1993",1993-6-15,1993,"Global Nonviolent Action Database: ""Malawians Bring Down 30-year dictator, 1992-1993."" Accessed 8/5/16 at http://nvdatabase.swarthmore.edu/content/malawians-bring-down-30-year-dictator-1992-1993",2,1,0,0,1,0,,2,1,30000,2,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"3,8",0,0,1,0,0,0,0,1,0,3,1,0.0,"1,2,3",1,1,1,3,1,1,1,0,0,0,1,2,1,,553.0,553.0,3/8/1992,15/6/1993,1,4,complete success,regime change,1993.0,10257233.0,0.29247653826329184,False,extreme repression,always violent
35,Anti-Calderon,10,2006,10_2006,Mexico,Calderon regime,,,Mexico,484.0,0,0,1,2006-7-2,2006,"Global Nonviolent Action Database ""Mexican Citizens Massively Protest Presidential Election Results, 2006."" Accessed 8/18/16 at http://nvdatabase.swarthmore.edu/content/mexican-citizens-massively-protest-presidential-election-results-2006",2006-12-1,2006,"Global Nonviolent Action Database ""Mexican Citizens Massively Protest Presidential Election Results, 2006."" Accessed 8/18/16 at http://nvdatabase.swarthmore.edu/content/mexican-citizens-massively-protest-presidential-election-results-2006",1,1,0,0,0,5,"Popular Assembly of the Republic of Oaxaca (APPO), Por el Bien de Todos, New Alliance, Social-Democrats & Peasant Alternative, PRI",5,3,1100000,2,1,0.0,0.0,0.0,1,0,1,"1,2,4,6,7,8,9",0,0,1,1,1,1,"3,8",0,0,1,0,0,0,0,1,0,3,0,0.0,2,0,1,0,1,0,0,-99,0,0,0,2,2,1,,70.0,70.0,7/2/2006,12/1/2006,0,-1,ends in failure,regime change,2006.0,106886790.0,1.0291262372085457,False,extreme repression,always violent
36,Anti-Ceaucescu Rebels,11,1989,11_1989,Romania,Ceacescu regime,,,Romania,642.0,0,0,1,1989-12-17,1989,UCDP Conflict Encyclopedia,1989-12-25,1989,UCDP Conflict Encyclopedia,1,0,1,0,0,0,,3,2,450000,0,0,,,,0,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,3,1,5.0,"1,2",1,1,0,3,1,1,0,1,0,0,2,0,0,,360.0,360.0,17/12/1989,25/12/1989,1,4,complete success,regime change,1989.0,22788040.0,1.974720072459062,False,extreme repression,never violent
37,Anti-Diouf,13,2000,13_2000,Senegal,Diouf govt,,,Senegal,686.0,0,0,1,2000-1-1,2000,"Agence France Presse. ""Senegalese Opposition Cries Foul Ahead of Elections."" 6 January 2000.",2000-3-19,2000,"Galvan 2001, p. 51",1,1,0,0,0,1,Front pour l'Alternance (FAL),-99,-99,-99,0,2,2.0,1.0,-99.0,1,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0.0,-99,-99,-99,-99,0,0,1,0,0,0,0,2,2,0,,433.0,433.0,1/1/2000,19/3/2000,1,4,complete success,regime change,2000.0,9704287.0,-0.0010201676846531848,True,none,always violent
38,Anti-Doe rebels,14,1989,14_1989,Liberia,Doe regime,,,Liberia,430.0,0,0,0,1989-12-24,1989,"Associated Press. ""Liberian President Says Attack by Dissidents Repulsed."" 12/31/89",1990-9-9,1990,"Noble, Kenneth B. ""Liberian President Captured by Rebels in a Fierce Gunfight."" The New York Times 9/10/90",2,0,0,0,0,1,National Patriotic Front of Liberia (NPFL),1,0,3000,0,0,,,,1,0,1,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,3,1,2.0,2,0,1,0,3,-99,0,0,1,0,0,2,2,-99,,450.0,450.0,24/12/1989,9/9/1990,0,1,visible gains short of concessions,regime change,1989.0,2507600.0,0.11963630563088211,False,extreme repression,never violent
39,Anti-Doe rebels,14,1990,14_1990,Liberia,Doe regime,,,Liberia,430.0,0,2,0,1989-12-24,1989,"Associated Press. ""Liberian President Says Attack by Dissidents Repulsed."" 12/31/89",1990-9-9,1990,"Noble, Kenneth B. ""Liberian President Captured by Rebels in a Fierce Gunfight."" The New York Times 9/10/90",2,0,0,0,0,1,Independent National Patriotic Front (INPFL),1,0,3500,3,0,,,,1,0,1,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,3,1,5.0,2,0,1,0,3,-99,0,0,1,0,0,2,2,-99,,450.0,450.0,24/12/1989,9/9/1990,1,4,complete success,regime change,1990.0,2209731.0,0.15839031990771726,False,extreme repression,never violent
40,Anti-Duvalier,15,1985,15_1985,Haiti,Jean Claude Duvalier,,,Haiti,332.0,0,0,0,1985-11-27,1985,"Associated Press. ""Army Fires on Crowd, Four Killed."" 11/28/85",1986-2-7,1986,"Global Nonviolent Action Database: ""Haitians Overthrow Regime, 1984-1986."" http://nvdatabase.swarthmore.edu/content/haitians-overthrow-regime-1984-1986. Accessed 8/19/16",2,1,0,0,0,2,"Radio Soleil, Catholic Church off Haiti",1,0,2000,0,2,2.0,1.0,1.0,0,0,1,"2,3,5,7,8,9",1,1,1,1,1,1,"3,8",0,0,1,0,0,0,0,1,0,3,1,1.0,"1,2,3",1,1,1,3,0,0,1,1,0,0,2,0,-99,,41.0,41.0,27/11/1985,7/2/1986,0,0,status quo,regime change,1985.0,6245539.0,0.03202285663415119,False,extreme repression,always violent
41,Anti-Duvalier,15,1986,15_1986,Haiti,Jean Claude Duvalier,,,Haiti,332.0,0,2,0,1985-11-27,1985,"Associated Press. ""Army Fires on Crowd, Four Killed."" 11/28/85",1986-2-7,1986,"Global Nonviolent Action Database: ""Haitians Overthrow Regime, 1984-1986."" http://nvdatabase.swarthmore.edu/content/haitians-overthrow-regime-1984-1986. Accessed 8/19/16",2,1,0,0,0,3,"Association of Haitian Industries, the Haitian Medical Association, and Protestant Churches of Haiti",2,1,37500,0,2,2.0,2.0,1.0,0,0,1,"2,3,4,5,7,8,9",1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,3,-99,3.0,-99,-99,-99,-99,3,1,1,1,1,1,0,2,0,-99,,41.0,41.0,27/11/1985,7/2/1986,1,4,complete success,regime change,1986.0,6375097.0,0.5882263438501406,False,extreme repression,always violent
42,Anti-Fujimori,16,2000,16_2000,Peru,Fujimori govt,,,Peru,604.0,0,0,1,2000-7-26,2000,"Global Nonviolent Action Database: ""Peruvians Campaign to Overthrow Dictator Alberto Fujimori (The March of the Four Directions), 2000."" Accessed 8/18/16 at http://nvdatabase.swarthmore.edu/content/peruvians-campaign-overthrow-dictator-alberto-fujimori-march-four-directions-2000",2000-11-20,2000,"Global Nonviolent Action Database: ""Peruvians Campaign to Overthrow Dictator Alberto Fujimori (The March of the Four Directions), 2000."" Accessed 8/18/16 at http://nvdatabase.swarthmore.edu/content/peruvians-campaign-overthrow-dictator-alberto-fujimori-march-four-directions-2000",1,1,0,0,0,4,"Alianza Popular Revolucionaria Americana (ARPA), Alianza Popular (AP), Peru Posible (PP), Union Por el Peru",3,2,250000,0,1,0.0,0.0,0.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"2,3,8",0,1,1,0,0,0,0,1,0,2,0,0.0,"1,2",1,1,0,3,1,1,0,1,0,0,1,2,1,,135.0,135.0,26/7/2000,20/11/2000,1,4,complete success,regime change,2000.0,26654439.0,0.9379300761122753,False,moderate repression,always violent
43,Anti-Gayoom,17,2003,17_2003,Maldives,Maumoon Abudul Gayoom's regime,,,Maldives,462.0,0,0,0,2003-9-21,2003,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",2008-10-28,2008,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",6,1,0,0,0,1,Pro-democracy movement,-99,-99,-99,0,2,1.0,2.0,-99.0,0,0,1,"1,2,3,4,5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.0,"1,2",1,1,0,3,0,1,0,0,0,0,0,2,0,,781.0,781.0,21/9/2003,28/10/2008,0,2,limited concession achieved,regime change,2003.0,297226.0,-0.03330798786108887,True,extreme repression,always violent
44,Anti-Gayoom,17,2004,17_2004,Maldives,Maumoon Abudul Gayoom's regime,,,Maldives,462.0,0,1,0,2003-9-21,2003,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",2008-10-28,2008,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",6,1,0,0,0,1,Maldivian Democratic Party,2,1,10000,0,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5",1,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,2,0,,"1,2",1,1,0,3,0,0,0,0,1,0,0,2,0,,781.0,781.0,21/9/2003,28/10/2008,0,1,visible gains short of concessions,regime change,2004.0,302135.0,3.3097787412911446,False,moderate repression,always violent
45,Anti-Gayoom,17,2005,17_2005,Maldives,Maumoon Abudul Gayoom's regime,,,Maldives,462.0,0,1,0,2003-9-21,2003,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",2008-10-28,2008,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",6,1,0,0,0,0,,-99,-99,-99,0,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5,7",1,1,1,0,0,1,"2,3",0,1,1,0,0,0,0,0,0,2,0,,"1,2",1,1,0,3,0,0,0,0,0,1,0,2,0,,781.0,781.0,21/9/2003,28/10/2008,0,3,significant concessions achieved,regime change,2005.0,307018.0,-0.0322456663778671,True,moderate repression,always violent
46,Anti-Gayoom,17,2006,17_2006,Maldives,Maumoon Abudul Gayoom's regime,,,Maldives,462.0,0,1,0,2003-9-21,2003,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",2008-10-28,2008,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",6,1,0,0,0,1,Adhaalath Party,2,1,15000,2,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5,6,7",1,1,1,0,0,1,"2,3",0,1,1,0,0,0,0,0,0,2,0,,"1,2",1,1,0,3,0,1,0,0,0,0,0,2,0,,781.0,781.0,21/9/2003,28/10/2008,0,3,significant concessions achieved,regime change,2006.0,314401.0,4.770977191548373,False,moderate repression,always violent
47,Anti-Gayoom,17,2007,17_2007,Maldives,Maumoon Abudul Gayoom's regime,,,Maldives,462.0,0,1,0,2003-9-21,2003,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",2008-10-28,2008,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",6,1,0,0,0,2,"Islamic Democratic Party (IDP), Social Liberal Party (SLP)",-99,-99,-99,2,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5,6,7",1,1,1,0,0,1,"2,3,8",0,1,1,0,0,0,0,1,0,2,0,0.0,"1,2",1,1,0,3,0,1,0,0,0,0,0,2,0,,781.0,781.0,21/9/2003,28/10/2008,0,3,significant concessions achieved,regime change,2007.0,325126.0,-0.03044973333415353,True,moderate repression,always violent
48,Anti-Gayoom,17,2008,17_2008,Maldives,Maumoon Abudul Gayoom's regime,,,Maldives,462.0,0,2,0,2003-9-21,2003,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",2008-10-28,2008,"Mulberry, Matt. ""The Maldives - From Dictatorship to Democracy, and Back?"" 2012.  Accessed 8/18/16 at https://www.nonviolent-conflict.org/maldives-dictatorship-democracy-back/",6,1,0,0,0,2,Republic Party; Maldivan National Congress,-99,-99,-99,1,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5,6,7",1,1,1,0,0,1,"2,3,8",0,1,1,0,0,0,0,1,0,0,0,0.0,-99,-99,-99,-99,0,0,1,0,0,0,0,1,2,0,,781.0,781.0,21/9/2003,28/10/2008,1,4,complete success,regime change,2008.0,336883.0,-0.029387057227583464,True,none,always violent
49,Anti-Jaafar,18,1985,18_1985,Sudan,Jaafar Nimiery,,,Sudan,736.0,0,0,1,1985-3-26,1985,"Global Nonviolent Action Database: ""Sudanese Students, Workers Bring Down NUmeiri Dictatorship, 1985."" http://nvdatabase.swarthmore.edu/content/sudanese-students-workers-bring-down-numeiri-dictatorship-1985 Accessed 8/19/16",1985-6-4,1985,"Global Nonviolent Action Database: ""Sudanese Students, Workers Bring Down NUmeiri Dictatorship, 1985."" http://nvdatabase.swarthmore.edu/content/sudanese-students-workers-bring-down-numeiri-dictatorship-1985 Accessed 8/19/16",1,1,0,0,0,7,,5,3,2000000,1,2,1.0,1.0,-99.0,1,1,1,"2,3,5,6,7,8",1,1,1,1,0,1,8,0,0,0,0,0,0,0,1,0,3,1,1.0,"1,2",1,1,0,3,1,-99,0,0,1,0,2,2,0,,625.0,625.0,26/3/1985,4/6/1985,1,4,complete success,regime change,,19517196.0,10.247373649370536,False,extreme repression,always violent
50,Anti-Jimenez,19,1957,19_1957,Venezuela,Jimenez dictatorship,,,Venezuela,862.0,0,0,0,1957-8-4,1957,"Szulc, Tad. ""Foes of Regime Stir in Caracas."" New York Times 8/5/57",1958-1-23,1958,,2,1,0,0,0,1,Junta Patriotica,1,0,7200,1,1,0.0,0.0,0.0,0,0,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,8,0,0,0,0,0,0,0,1,0,3,0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,,101.0,101.0,4/8/1957,23/1/1958,0,0,status quo,regime change,1957.0,7294502.0,0.09870447633025532,False,extreme repression,always violent
51,Anti-Jimenez,19,1958,19_1958,Venezuela,Jimenez dictatorship,,,Venezuela,862.0,0,2,0,1957-8-4,1957,"Szulc, Tad. ""Foes of Regime Stir in Caracas."" New York Times 8/5/57",1958-1-23,1958,Ewell 1981: 40,2,1,0,0,0,4,"Accion Democratica (AD), Comite de Organizacion Politica Electoral Independiente (COPEI), Union Republica Democratica (URD), Communist Party (PCV)",-99,-99,-99,0,2,3.0,1.0,2.0,0,0,1,"1,2,3,5,6,7,8,9",1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,3,0,4.0,1,1,0,0,3,1,1,0,1,0,0,1,1,1,,101.0,101.0,4/8/1957,23/1/1958,1,4,complete success,regime change,1958.0,7576740.0,-0.0013066305561494785,True,extreme repression,always violent
52,Anti-Khan,21,1968,21_1968,Pakistan,Khan regime,,,Pakistan,586.0,0,0,0,1968-7-8,1968,"The Times of India. ""Pak Students Take Over Commission: Protest Against Autocratic Rule."" 8 July 1968. Dobell 1969. ""Ayub Khan as President of Pakistan.""",1969-3-25,1969,"Global Nonviolent Action Database. ""Pakistani Students, Workers, and Peasants Bring Down a Dictator."" Accessed 9/7/16 at http://nvdatabase.swarthmore.edu/content/pakistani-students-workers-and-peasants-bring-down-dictator-1968-1969",2,1,0,0,0,11,"All-Pakistan Student Action Committee, East Pakistan Awami League, Jamaat-i-Islami, National Awami Party (NAP), National Democratic Front (NDF), People's Party, Council Muslim League, Nizam-i-Islam, Awami League.",5,3,1000000,1,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,8,0,0,0,0,0,0,0,1,0,3,1,1.0,1,1,0,0,3,1,1,0,0,0,0,2,2,0,,770.0,770.0,8/7/1968,25/3/1969,0,2,limited concession achieved,regime change,1968.0,56124743.0,1.7817453524909683,False,extreme repression,always violent
53,Anti-Khan,21,1969,21_1969,Pakistan,Khan regime,,,Pakistan,586.0,0,2,0,1968-7-8,1968,"The Times of India. ""Pak Students Take Over Commission: Protest Against Autocratic Rule."" 8 July 1968. Dobell 1969. ""Ayub Khan as President of Pakistan.""",1969-3-25,1969,"Global Nonviolent Action Database. ""Pakistani Students, Workers, and Peasants Bring Down a Dictator."" Accessed 9/7/16 at http://nvdatabase.swarthmore.edu/content/pakistani-students-workers-and-peasants-bring-down-dictator-1968-1969",2,1,0,0,0,1,Justice Party,5,3,2500000,2,2,3.0,2.0,3.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,8,0,0,0,0,0,0,0,1,0,3,1,4.0,1,1,0,0,1,1,1,0,0,0,0,2,2,0,,770.0,770.0,8/7/1968,25/3/1969,0,-1,ends in failure,regime change,1969.0,57676805.0,4.334498070758254,False,extreme repression,always violent
54,Anti-Khmer Rouge,22,1978,22_1978,Cambodia,Cambodian government,,,Cambodia,116.0,0,0,0,1978-1-9,1978,Non-state Actor Database (Gleditsch et al 2013).,1979-9-1,1979,Non-state Actor Database (Gleditsch et al 2013).,2,0,0,0,0,2,"Kampuchean (or Khmer) National United Front for National Salvation (KNUFNS), Kampuchean (or Khmer) People's Revolutionary Armed Forces (KPRF)",2,1,20000,1,0,,,,1,-99,1,"1,2,3,4,5,7,9",1,1,1,0,1,1,7,0,0,0,0,0,0,1,0,0,3,1,6.0,1,1,0,0,3,1,0,0,1,0,0,1,-99,0,,811.0,811.0,9/1/1978,1/9/1979,0,1,visible gains short of concessions,regime change,1978.0,5961193.0,0.33550331284358687,False,extreme repression,never violent
55,Anti-Khmer Rouge,22,1979,22_1979,Cambodia,Cambodian government,,,Cambodia,116.0,0,2,0,1978-1-9,1978,Non-state Actor Database (Gleditsch et al 2013).,1979-9-1,1979,Non-state Actor Database (Gleditsch et al 2013).,2,0,0,0,0,1,People's Republic of Kampuchea,2,1,20000,1,0,,,,1,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"5,6,7",0,0,0,0,1,0,1,0,0,3,1,-99.0,1,1,0,0,3,1,0,0,1,0,0,1,1,0,,811.0,811.0,9/1/1978,1/9/1979,1,4,complete success,regime change,1979.0,6051808.0,0.33047975084470627,False,extreme repression,never violent
56,Anti-Milosevic,23,1996,23_1996,Serbia,Milosevic regime,,,Serbia,890.0,0,0,0,1996-11-1,1996,"Agence France Presse. ""Yugoslavs Prepare for First Post-War Elections."" 1 November 1996.",2000-10-7,2000,"Sharp, Gene. Waging Non-Violent Struggle, 2005; Cohen, Lenard. Serpent in the Bosom, 2002.",5,1,0,0,0,11,"Zajedno Coalition ( SPO, Democratic Party, GSS), Student Union, Student Federation, League of Students, Kosovo People's Movement(LPK), Democratic League of Kosovo (LDK), Seselj's Radicals, National Movement for the Liberation of Kosovo, FARK",3,2,100000,1,1,0.0,0.0,0.0,0,1,1,"1,2,3,5,6,7,8,9",1,1,1,1,1,1,"2,3,8",0,1,1,0,0,0,0,1,0,2,1,0.0,"1,2",1,1,0,3,0,1,0,0,0,0,2,2,1,,345.0,345.0,1/11/1996,7/10/2000,0,2,limited concession achieved,regime change,,7993446.0,1.2510249021510873,False,moderate repression,always violent
57,Anti-Milosevic,23,1997,23_1997,Serbia,Milosevic regime,,,Serbia,890.0,0,1,0,1996-11-1,1996,"Agence France Presse. ""Yugoslavs Prepare for First Post-War Elections."" 1 November 1996.",2000-10-7,2000,"Sharp, Gene. Waging Non-Violent Struggle, 2005; Cohen, Lenard. Serpent in the Bosom, 2002.",5,1,0,0,0,0,,3,2,100000,2,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"2,3,8",0,1,1,0,0,0,0,1,0,3,1,0.0,"1,2",1,1,0,3,0,1,0,0,0,0,2,2,1,,345.0,345.0,1/11/1996,7/10/2000,0,3,significant concessions achieved,regime change,,7997525.0,1.2503868384281387,False,extreme repression,always violent
58,Anti-Milosevic,23,1998,23_1998,Serbia,Milosevic regime,,,Serbia,890.0,0,1,0,1996-11-1,1996,"Agence France Presse. ""Yugoslavs Prepare for First Post-War Elections."" 1 November 1996.",2000-10-7,2000,"Sharp, Gene. Waging Non-Violent Struggle, 2005; Cohen, Lenard. Serpent in the Bosom, 2002.",5,1,0,0,0,1,Otpor,1,0,2000,3,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,2,3,4,5,7,8",1,1,1,1,1,0,1,1,0,3,1,0.0,"1,2",1,1,0,3,0,0,0,0,0,0,2,2,1,,345.0,345.0,1/11/1996,7/10/2000,0,3,significant concessions achieved,regime change,,7985506.0,0.02504537595989534,False,extreme repression,always violent
59,Anti-Milosevic,23,1999,23_1999,Serbia,Milosevic regime,,,Serbia,890.0,0,1,0,1996-11-1,1996,"Agence France Presse. ""Yugoslavs Prepare for First Post-War Elections."" 1 November 1996.",2000-10-7,2000,"Sharp, Gene. Waging Non-Violent Struggle, 2005; Cohen, Lenard. Serpent in the Bosom, 2002.",5,1,0,0,0,1,Alliance for Change (SZP),2,1,50000,2,1,0.0,0.0,0.0,0,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"2,3,4,8",0,1,1,1,0,0,0,1,0,3,1,0.0,"1,2,3",1,1,1,3,0,0,1,1,1,0,2,2,1,,345.0,345.0,1/11/1996,7/10/2000,0,0,status quo,regime change,,7959744.0,0.6281609056773685,False,extreme repression,always violent
60,Anti-Milosevic,23,2000,23_2000,Serbia,Milosevic regime,,,Serbia,890.0,0,2,0,1996-11-1,1996,"Agence France Presse. ""Yugoslavs Prepare for First Post-War Elections."" 1 November 1996.",2000-10-7,2000,"Sharp, Gene. Waging Non-Violent Struggle, 2005; Cohen, Lenard. Serpent in the Bosom, 2002.",5,1,0,0,0,2,"Democratic Opposition of Serbia, IZLAZ 2000",3,2,275000,0,1,0.0,0.0,0.0,1,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,2,3,4,8",1,1,1,1,0,0,0,1,0,3,0,1.0,"1,2,3",1,1,1,3,1,1,0,1,1,0,2,2,1,,345.0,345.0,1/11/1996,7/10/2000,1,4,complete success,regime change,,7935022.0,3.4656488665059784,False,extreme repression,always violent
